tweet,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
INI BANGSAT BANGET. HAHAHAA  RT @luhanqt: WHAT THE FUCK IS THIS  pic.twitter.com/FXo2YrY9Qq,,,,
Fuck you bangsat !!  http://instagram.com/p/eM5gtolkLD/Â ,,,,
"Apa ? @Mfa_Jar: Sabar noy ""@mulyanonoyhadi: Bullshit what the fuck bangsat !!!""""",,,,
"Sabar noy ""@mulyanonoyhadi: Bullshit what the fuck bangsat !!!""",,,,
Bullshit what the fuck bangsat !!!,,,,
BANGSAT YOU FUCK,,,,
"What the fuck ??? That's you .... :D ""@Arthadnyana: Bangsat @YudixArtana""",,,,
"""@amellzhr: fuckbangsat""",,,,
fuckbangsat,,,,
"BANGSAT EMANG ..!!!!
FUCK",,,,
"MUNAFIK Your All Hypoorite BANGSAT!
FUCK YOU VERY MUCH!!",,,,
"fuck lah sial ! rushing macam bangsat -,-",,,,
Provider bangsat! Fuck,,,,
Fuck yeaahhh XD new high score :v,,,,
"Siep cai! ""@gusbayu_permana: Fuck dogs ""@viiesanti: Bangsat cings""""",,,,
"Fuck dogs ""@viiesanti: Bangsat cings""",,,,
sial.bangsat.fuck.,,,,
Bangsat semua! No one cares! Fuck you all!,,,,
@LyddiaChann I SAID FUCK YOUR SELF YOU SLUT !!!!,,,,
@LyddiaChann just fuck ur self =)) i dont wanna fuck you :v LEL !!!,,,,
KIM to the CIL = SITY MUNAWAROH lonte (PK).                                        BA to the JING to the AN = IVAN fuck (bangsat),,,,
"ngomong opo to lee?RT @Hidayat_Oka: So what the fuck lah, bangsat,,",,,,
"So what the fuck lah, bangsat,,",,,,
"fuck, bangsat",,,,
A to the S to the U . Asu fuck u cok . #bangsat !!,,,,
Fuck you instagram... Abah kau nak stop working... Bangsat...,,,,
BANGSAT LOE ! fuck,,,,
Fuck BANGSAT.,,,,
"Edit""@A_nitacaroline: FUCK YOU sianipar BANGSAT""",,,,
FUCK YOU !!!,,,,
@SelvianaCamoca hahahahah bangsat bgt asli..fuck for love lol,,,,
"Heh @ervan_septian anjing, fuck you bangsat!!!",,,,
"FUCK, bangsat lah TOD lah !!!!!!!!",,,,
"bangsat twitter kaga bisa mention, fuck !",,,,
"Bangsat, fuck fuck fuck",,,,
"Bangsat lah, fuck",,,,
@Ivanvanivan_ fuck minta nomer bapoet. Gc bangsat...,,,,
"fuck you !!!!
bangsat  !!!",,,,
FUCK LADYS !! BANGSAT !!!,,,,
fuck fuck fuck fuck fuck fuck fuck bangsat anjing the jack....,,,,
sapami ? @Putrisepteawant bangsat.fuck.bitch.alay.perek.pecun.gembel.sucks!!!!! YOU A BITCH!!!!!,,,,
"@esaputrapratam1 fuck you man asshole Â å‡¸(ï½€0Â´)å‡¸ bangsat,keparat!!persetan!!!jink!",,,,
@Zuuubir @AmmirulQ u've changed. A lot. Fuck people changed!  I miss the old zubair. The one that bangsat bangsat one.,,,,
BANGSAT HACKER FUCK!,,,,
@riyo_fajar fuck you bangsat :p,,,,
Fuck You keparat bangsat(n),,,,
Bangsat*fuck,,,,
bangsat fuck,,,,
"Do you want fuck with me@Thaculs: Gagaaa.fact meenRT @febrayyy: @Thaculs @whidya_april anjingg cul fitnah bangsat""",,,,
......RT @desbyan: bangsat! fuck you,,,,
bangsat! fuck you,,,,
I think if you is a FUCK'IN BITCH !!!! Bangsat kau !!!,,,,
Teman brengsek ! Bangsat ! Fuck'fuck'fuck',,,,
"RT @dausparadise_ BOKAP BANGSAT !! I hate you dad"" Fuck!!!!",,,,
"Jiahh woles bang :D RT @dausparadise_: BOKAP BANGSAT !! I hate you dad"" Fuck!!!!",,,,
Ah bangsat omdo . Fuck you !,,,,
"14 year olds acting like they are sooo â€œraveâ€�.
  Like what the fuck did your parents feed you? 
 Bangsat fucker.",,,,
"RW""@KurniawanSatri: BANGSAT ! Fuck""",,,,
"fuck, bangsat emang!!!!!!",,,,
"setiap hari setiap ala as bangsat sialan brengsek@krisdaryadi_bcw All day all night , whap the fuck ""@zaragozaadam: all night ready to go""",,,,
@ezar_beatles what the fuck?! bangsat?!,,,,
@exostanexo Fuck you!!! Respect !! With all fandom around the world....Bangsat,,,,
BANGSAT FUCK MEN,,,,
"fuck zionis anjing...........!!!
#bangsat",,,,
Tai lh bangsat this day fuck it â•­âˆ©â•®,,,,
Bangsat! Software crashed! Fuck,,,,
"Fuck,,bangsat,,",,,,
"laknat , bangsat , dafuq , fuck , damn , bitch !!!!!!",,,,
"""Fuck of ah ah ah ah@Neo_ngacoo: Bangsat, people freaks, fuck off, off fuckkk...""",,,,
"Gw tambahin ya, Bapheett lu :)) @Neo_ngacoo: Bangsat, people freaks, fuck off, off fuckkk...""",,,,
"Cakeppp tuhh mpo ""@vanelrangkuti: Gw tambahin y, freak, baphett, :)) @Neo_ngacoo: Bangsat, people freaks, fuck off, off fuckkk...""""",,,,
"Bangsat, people freaks, fuck off, off fuckkk...",,,,
OKAY !!!! WHO THE FUCK IS SHIT !!!!!!!! Gw sudah muak -___-,,,,
Fuck! Bangsat!,,,,
". What the fuck men ? ""@rolandvandy: Supir truk sampah bangsat !""",,,,
Bangsat fuck,,,,
BANGSAT !!!!!!!!!!! FUCK YOU !!!!!!,,,,
Lion air bangsat fuck,,,,
"who the fuck are u to call me a ""bangsat""? your the fucking guy who played with both our feelings.",,,,
Fuck laah... Bangsat,,,,
Bangsat khe emang ya :) fuck,,,,
Fuck you teacher (n) bangsat,,,,
Fuck to you !!!!!!!!!bangsat,,,,
"Bangsat sayang :) ""@Ririnayuu_: Fuck""",,,,
"FUCK of BOY !!

#BANGSAT",,,,
"Bangsat satu rumah nggak bisa tidur gara2 satu ignorance son of a bitch! Get something else to do than fuck other peopleâ€™s sleep, dude!",,,,
Fuck ! Pape hal referee bangsat !,,,,
Go fuck yourself bangsat,,,,
Fuck to my heart!!! Sat sat bangsat!,,,,
"Fuck of lah stturidge RT""@muhammadfajar33: ohh no fit its a golllll oke @yabo_ramadhan Bangsat stturidge!!!""",,,,
Bangsat betul lah !! Fuck fuck fuck !!,,,,
ANJING JADI DI KICK ! BANGSAT!!!!!!! FUCK YOU IPLAY,,,,
Fuck this place! I lost the war I hate you all Youe mom's a whore Where's my dog Cause girls are such a drag! Bangsat!,,,,
What? Your dick?RT @paradisa_sa: The bangsat moment is when my finger sakitnya kayak bangsat!!! Fuck!,,,,
"@Alyynn_ hahahaha, FUCK YEAHHH LU bANGSAT",,,,
"kesambet apa lo? ""@DM_Agung: Outsider bangsat, fuck you outsider. Bangsat!""",,,,
What the fuck!!!! Jancox!!!! Asu!!!! Bangsat!!!!!!!!,,,,
Bangsat di youtube gada SnK full eps. fuck,,,,
"BANGSAT ""@noegeganda: JANG DONGWOO FUCK  pic.twitter.com/LppmzschEI""",,,,
Fuck.. Bangsat...,,,,
Speak bangsat fuck hahaha,,,,
RT @rizarteta: Fuck for today!!! Bangsat,,,,
"@mike_frens @MUHAMMAD_S4W @isadanislam hallo bangsat ,dog blesss you and fuck yuo",,,,
"Bangsat neh ""@Riztkid3: fuck @AnnieyLee""",,,,
Fuck u! Fuck me! Fuck each other!!!sixty nine la weyh!! RT @FaizulArslee: @jayroslan eh sial la maki2.. bangsat..,,,,
@DictatorWong @hozeping yeah fuck that Bangsat with ur great D !,,,,
FUCK THIS SHIT!!!! IM OUT !!!,,,,
<--- Twitcon change ! Fuck PBNP Bangsat ! Fuck FAM ! Bitch !,,,,
"BANGSAT nee -_-"" FUCK YOU ! SHIT SHIT SHIT SHIT SHIT ! Makan tuh taek",,,,
Sok inggris lu bangsat! Haha RT @nisaaa_styles: Fuck for those who broke his promise rich you,,,,
"RT""@Oktaviawidya_K: Fuck bngt hr ini !! Bangsat !!! Gila !!! Fuckkkk !! Fuckkk !! Fuckkk !! :'(""",,,,
"No no""@andikaDvt_: Your crazy ? RT""@Tryshella_: Fuck is the bangsat RT""@andikaDvt_: What the fuck men RT""@Tryshella_: Nothing""",,,,
"Your crazy ? RT""@Tryshella_: Fuck is the bangsat RT""@andikaDvt_: What the fuck men RT""@Tryshella_: Nothing",,,,
"Fuck is the bangsat RT""@andikaDvt_: What the fuck men RT""@Tryshella_: Nothing ""@andikaDvt_: @Tryshella_ whay ?""""""",,,,
Bangsat-_- RT @FaktaUnitedIndo: Fuck off Martin Atkinson. Fuck off!!  pic.twitter.com/oQvmMvHXuG,,,,
Anjing bangsat fuck you!!!!!!!!!!!!!!,,,,
"WOW amazing haha RT""@fuckinlope: hp q ilang d curi orang.. fuck bangsat anzink""",,,,
@widyamaharani10 bangsat cicing!!fuck!!,,,,
"Fuck ""@opankqi: Bangsat""",,,,
@rikostmpl Fuck you jing bangsat,,,,
FUCK YOU SLM ANJING BANGSAT,,,,
"Babi anjing kimak bangsat barua sial bicth fuck you mother fucker shit thats for you okayy , hope terasa",,,,
Bangsat cemni pon ada? RT@_natashaanuar: I want to hulk & rabber2 you RT @mohdeazy: MIND FUCK LA GILA !  pic.twitter.com/rhm2ZZ7LOs,,,,
Fuck bangsat!,,,,
"Baru satu juga... RT @wntng it my pleasure to make you laugh sir RT @_Saammm: Bangsat , ngakak XD RT @wntng The fuck, where is the crowd -_-",,,,
"Bangsat , ngakak XD RT @wntng The fuck, where is the crowd -_- RT @ardanschool: hay insan muda! this is crowd @ARTTM concert",,,,
BANGSAT!!! FUCK!,,,,
. Bangsat loe .. !!! FUCK,,,,
Fuck Mantan Bangsat Uploaded via  http://tweetdiary.meÂ   pic.twitter.com/qVWbjGSwcp,,,,
"Anjing php anjing ,PHP BANGSAT fuck fuck fuck",,,,
Kecoa bangsat ! Fuck you (n),,,,
"Astgfr""@Rivaldiorizki: bangsat!! *FUCK*""",,,,
bangsat!! *FUCK*,,,,
BANGSAT!!! FUCK! @dhikaAPP,,,,
"Bangsat lo""@kim_raditya: @AriAdynt @AditJohansen what the fuck!""",,,,
"TMT lo bangsat. fine, fuck for you friend. <<<<<<<<<<LOCK AT THIS",,,,
Bangsat nih kbnykan sangat nya uh ! @Ahmad_Kukuhmp: I'm fuck! You very.. Very.. Very fuck again!!! (n) @Heldaww_: Fuck you @Ahmad_Kukuhmp,,,,
"Fuck you ""@AIanHangover: 2 words, 1 finger.""",,,,
"Fuck yeah""@LoltaMrska: @andrewjshua bangsat ni""",,,,
Bangsat ci gungRT @BagasGung: What the fuck man (y),,,,
Im3 bangsat#fuck,,,,
fuck it keep bangsat buat gue hahahahah,,,,
FUCK khe BANGSAT!! >:O,,,,
Hey you! You fuck you suck you bangsat ...,,,,
"Pea-___- /toyor/""@fyoshn: Soojikiddo bitch anjing bangsat fuck babi!! Lmao""",,,,
@Soojikiddo bitch anjing bangsat fuck babi!! Lmao,,,,
Who the fuck is Yandy ? -_-,,,,
bangsat!!!! fuck you!!!!,,,,
"Fuck me all over,, ahhaha @dedydarmawan_: That bangsat moment when you......",,,,
"Streeesssss anjink bangsat ngentot taii anjink, FUCK FUCK FUCK FUCK. Shittt",,,,
"Buat kamu yang bangsat disana . . .
I just want to say,
FUCK !!! BITCH !!! WHORE!!!

I count up my times to break you down . . .",,,,
BANGSAT FUCK,,,,
Fuck yeah modem bangsat!,,,,
"Fuck it, screw it, persetan, bangsat, masa bodoh",,,,
Loe â€ Î°Ã§Ñ’ beraninya ngehack twitter gua AÌ…Ì²Ì¶Ì¥ÌŠjaÌ…Ì²Ì¶Ì¥ÌŠ... Bangsat! Dasarr alay! Fuck buat loe! Bangsat!,,,,
Fuck you bangsat!,,,,
Fuck Cewe Bangsat,,,,
"Bitch""@angga_juliantra: Fuck. RT @ibsuryanegara: Bangsat!""",,,,
Fuck. RT @ibsuryanegara: Bangsat!,,,,
No more fuck you. CIL! Lako is the new fuck you. RT @epulismary: fuckyou umobile bangsat,,,,
Caper lo!!!! RT @Dval1616 Guntur bangsat! Fuck !,,,,
Guntur bangsat! Fuck !,,,,
Bangsat lo jek kang edit tweet org @Zakylo: Shit RT @RanggaAbel: Fuck me beib RT @aldholaroza: you're really lovely underneath it all,,,,
"He you! Shut the fuck up! ""@zaidam06: What's wrong?""@burhannstars: Wanna fight? Come on fight! ""@dedyfm: bangsat. stop talking about me""""""",,,,
Fuck di hack bangsat!!!!!,,,,
"bangsat geeennnnn wkwkwwkwkwkk =)))))))))))))))))))))))))) RT @ginaAsr: Fuck me harder (?) :/:/:/ ""@bangbimbim: you get the fuck off from my",,,,
fuck you bangsat sendal..,,,,
@rasyaafirdaus see ? dont fuckn fuck the chicken pom pom fuck th woman pom pom hahahahahahah asli bangsat ini orang maximbady,,,,
"@ekok69 FUCK !
BANGSAT lo",,,,
"Bangsat!!""@mesutnaufalozil: Sblm turu mw bilang totenham hotspur,Manchester United,arsenal,chelsea fuck you all..~GSE and Cityzen~""",,,,
Bangsat...!!! Fuck U...!!!,,,,
Bikin gahar itu wasit...#bangsat..fuck,,,,
Heheh fuck off RT @Rangga_Nugra: Your Mom my friend! RT @rezamurdiansyah: NOBODY LOVE ME!!! *bangsat,,,,
BANGSAT! FUCK! DAMN! SUCK!,,,,
#kenyataannya FUCK OFF!!! wasit bangsat!!!,,,,
@MALAYSIA_JAYA fuck you bangsat hina negara loe!,,,,
"Hade !!! ""@wibeyy21: Ih fuck goblog bangsat fuuuuckkkk !""",,,,
"RTRT""@wibeyy21: Ih fuck goblog bangsat fuuuuckkkk !""",,,,
Fuck ! Bangsat ! :),,,,
Fuck off bangsat!,,,,
"@yohanapurbaa_ @KeziaCS_ bangsat anjeeng cukimay kleng asu fuck bitch motherfucker. Kleeeeeeeee:""""""""""""""""""""""",,,,
Bangsat @Robertobewoks fuck lahh,,,,
Fuck ente tua bangsat bitch å‡¸(â•°â•­â•®â•¯)å‡¸,,,,
"Kesel sumpah..... Fuck,... Fuckk.... Bangsat...",,,,
"Bangsat bangsat bangsaaaaaaatt , fuck you !!!!",,,,
@Salshaabilaapoy salshAnjing! Babi tolol bangsat bego FUCK TO YOU and SALSHALAY!!,,,,
Bangsat tuch temen !fuck!,,,,
"Fuck , bangsat!",,,,
"Bangsat, naskekeleng ci
what the fuck",,,,
Bangsat please stop disturbing her. Fuck you.,,,,
Loe cewe bangsat! Fuck you!,,,,
"#AHAY ""@GalangAdirangga: Fuck bangsat mood ancur !!!!!!!!!""",,,,
Fuck bangsat mood ancur !!!!!!!!!,,,,
the fuck of script shit! #bangsat,,,,
Bangsat tak ada mood sial ! Fuck everything!,,,,
"Done,bangsat""@Miszapani: @wawan_122 follback, fuck you""",,,,
BANGSAT !!! FUCK !!! SUCK !!!,,,,
@Fachrizal_13 what the fuck is  hipster ?,,,,
"Bangsat""@dhiangedek: @panca_prawira @farizdenaa @mridhopradhana @sutanmiqbal FUCK !""",,,,
@Raka_hv who the fuck is shit ?,,,,
"Whaat the fuck this indians doing ? I'm fucking sleepy and I need to sleep, memekak sial ! Bangsat",,,,
Bangsat!fuck !!!,,,,
Fuck bangsat !!,,,,
Bangsat NÌˆÉªÌ‡Ñ› cewe nyepam bae!! Fuck!,,,,
"Bangsat , fuck",,,,
"Bangsat ngkak nd haha ""@KataSukma_: Sing ava and the fuck cool die bored""@agoyymen: Sings fuck cool ""@KataSukma_: Sing ava and ""@agoyymen:",,,,
Fuck bangsat,,,,
Fuck this condition. Bangsat hehe,,,,
Najis gue sama lo! Fuck in you bangsat!,,,,
@QueenMutiaa. FUCK LO BANGSAT,,,,
@bangsat llw!!! FUCK.,,,,
"Lu indon bangsat please senyap! RT""@MorganisSa48: @sukanstar fuck off Wan Zack! He is only amateur player! Selfish!""",,,,
Mage mg gn bangsat RT @AndeaRawk: Fuck fuck fuck hahaha RT @freakrival: @AndeaRawk @GianDigdo hahahaha!,,,,
BANGSAT !! What the FUCK !!,,,,
BANGSAT LO FUCK,,,,
ðŸ˜€â€œ@tesasmokers: Fuck you c bangsat @anggaputraa__ @harehoppusâ€�,,,,
Fuck you c bangsat @anggaputraa__ @harehoppus,,,,
Fuck you man bangsat,,,,
"Fuck, damn, shit, bangsat!",,,,
@ko_pri kya bangsat. Fuck you !!!,,,,
anjing anjing tai tai bangsat i hate hate what the fuck,,,,
Bangsat hahaha â€œ@NightClubFails: File Under 'WHAT THE FUCK' #NightclubFAILS  pic.twitter.com/cwDcE7Ol2pâ€�,,,,
Evrything is bangsat nok !!! Fuck,,,,
BANGSAT NITA RT @xiluban: yixingest WHAT THE FUCK WHAT'S WRONG WITH MY XING?! (Versi eekie),,,,
Bangsat fuck !!,,,,
Fuck. Bitch.  bangsat.,,,,
"Asshole!""@merryanikaclara: Fuck!!!""@ReoPratama_5: Bangsat!!!!""@merryanikaclara: Kleng!!!!""""""",,,,
"Fuck!!!""@ReoPratama_5: Bangsat!!!!""@merryanikaclara: Kleng!!!!""""",,,,
Bangsat !! FUCK !!,,,,
"Today is madefackeh! ""@agusanggara58: Yeeeaahh dude fuck the mushroom ""@Gustaskara: Stupid mush bangsat! ""@agusanggara58""""",,,,
"Yeeeaahh dude fuck the mushroom ""@Gustaskara: Stupid mush bangsat! ""@agusanggara58""",,,,
You bangsat !fuck!,,,,
"cewe bangsat ya cuma elu doang, what the fuck girl!!",,,,
FUCK!!! Bangsat..!!!!,,,,
"Si bangsat!!""@QueenMutiaa: About Palestine, where the fuck is Allah Huakbar??!!""",,,,
"Applications bangsat, fuck",,,,
Ckckc sampah! Bangsat! Fuck!,,,,
"Kok bangsat skali?""@QueenMutiaa: About Palestine, where the fuck is Allah Huakbar??!!""",,,,
"Trus smsmu smalem tu mksdny ap jok? :""""""@ergisetiawan: Yuhhh bangsat But I love youâ™¥""@Ratih_JH: Hey , fuck you ! But I love youâ™¥""",,,,
"Yuhhh bangsat  But I love youâ™¥""@Ratih_JH: Hey , fuck you ! But I love youâ™¥ @ergisetiawan""",,,,
"FUCK :)""@puspaerisca: Bangsat:-)""",,,,
"BANGSAT!!""@QueenMutiaa: About Palestine, where the fuck is Allah Huakbar??!!""",,,,
RT @gilangwm: Bangsat ! Fuck!â€�,,,,
Bangsat ! Fuck!,,,,
"knp lau RT""@rahadianvindy: BANGSAT!!! BRENGSEK!!! What fucking day is!!! Fuck u!!!""",,,,
"What the fuck , anjing lu bangsat monyet FUCK",,,,
BANGSAT!!! BRENGSEK!!! What fucking day is!!! Fuck u!!!,,,,
bangsat ke'benned :)))) ,v shit fuck,,,
"Spongebob patrick squidward tuan crab sandy""@satrya_alvy: anjing bangsat kucing tom jerry fuck you""",,,,
anjing bangsat kucing tom jerry fuck you,,,,
"BANGSAT LO MBA, WHAT THE FUCK",,,,
Fuck you anak bangsat !!!  pic.twitter.com/mekSxfYGKp,,,,
"Bajingan , bangsat , asu , leave me the fuck alone",,,,
What the fuck is shit ?,,,,
"ahahahahaha bangsat ""and i.... fuck!.... and i.... aaaaaH!""  http://vid.damnxd.org/video/1196/girl-getting-annoyed-because-she-cant-sing-the-right-notes-hq/Â â€¦",,,,
Bangsat lah fuck!!!!,,,,
FUCK YOU BANGSAT !!,,,,
"Labil bangsat , fuck!",,,,
fuck off you bastard :* RT @Keycko_: Hemm hemm don't try this at home guys (`â–½Â´)-Ïƒ RT @gregoriusandry: bodo ah yg penting cium wkwk bangsat,,,,
"This Scars it's proof that boy is Fuck(bangsat)  or Pansy (banci),,-___-'' ohGodd,,  pic.twitter.com/G2IJ4nJ5VN",,,,
"BANGSAT ,,, FUCK",,,,
"RT @NiiiaaaRA: Hape bangsat, sialan, fuck",,,,
"Hape bangsat, sialan, fuck",,,,
"@Fadli_racink fllbck bangsat,fuck!",,,,
"RT""@ichawwwww: Manusia bangsat @queenmutiaa fuck bitch!!!""",,,,
Manusia bangsat @queenmutiaa fuck bitch!!!,,,,
"Bangsat,, FUCK (n)",,,,
"u called other races as mkn babi, bangsat, lahanat and when other races make fun of our race, you're angry? what the fuck?",,,,
Serious BODOH kau ni bangsat. BODOH and ANNOYING! SHUT THE FUCK UP you ugly bitch!!!,,,,
"wil be paling fuck you wil RT @GedeBagusAryana Fuck you : bangsat ci #balinggris""@devibonitaa: Kamu Kucing : Ci Meng #balinesia â€œ",,,,
FUCK OFF! BANGSAT! ANJING!,,,,
Bangsat hari ini.. Fuck you august! Fuck you today! Fuck you thursday!! Fuck you!!!,,,,
Fuck you haters bangsat !,,,,
Anjing bangsat jahanam ngentot kontol. Fuck bitch shit motherfucker fuckface dickhead son of satan. Mierda gilipollas puta me cago en todo,,,,
ahh fuck this shit im gonna nuke someone -___-,,,,
"@reviana_aditia smash is plagiator, smes plagiat super junior, smes bangsat, fuck !",,,,
@QueenMutiaa fuck your self bangsat,,,,
"ANJING,BANGSAT,FUCK ALL.",,,,
#1.BANGSAT [FUCK],,,,
bangsat lo !! Fuck !!,,,,
"Gabut, bangsat. Fuck.",,,,
FUCK AMOR BANGSAT !!!!,,,,
PLN bangsat. *fuck you*,,,,
Bangsat is good to say when you're angry its almost same with fuck lol RT @evilkyu: but yeah i know bangsat and pergi sana and diem lo,,,,
Setan bangsat aaaa bagong fuck !  @bakriemania,,,,
Bangsat lah FUCK !!!,,,,
Fuck cy bangsat...,,,,
"Wosos kereng rek=)) ""@NadilaFilza: why don't you just shut the fuck up ? Bangsat !!""",,,,
BANGSAT JONGIN GA LUCU NJING RT @ontokki: FUCK AHHHHHHH JONGIN DOWN ON HIS KNEES FOR KYUNGSOO FUCK FUCK FUCK FCK  pic.twitter.com/Vk8CCh9Yvo,,,,
why don't you just shut the fuck up ? Bangsat !!,,,,
Fuck luh bangsat,,,,
@adhi_nugroho03 fuck you bangsat,,,,
Hate this !! Fuck !! Njing !! Bangsat !!,,,,
FUCK THIS SHITT !!!!!!! IM GOING TO SLEEP NOW !!! PLEASEE DONT DISTURB ME !!! IM SORRY !!!  T_T,,,,
"bangsat

*fuck
*fuck
*fuck
*fuck
*fuck
*fuck",,,,
Sinyal bangsat ! Fuck,,,,
WASIT BANGSAT FUCK,,,,
@inddahKurnia @inriiana who the fuck is AP ? ._.,,,,
ingrris BANGSAT #FUCK,,,,
"Brontak Bangsat............... "" Fuck Relationships, I'm Single "" < 3",,,,
Parah njirrrrrr FA bangsat ! Fuck for you :@,,,,
"co cwiiit ""@MyLKR_ Ceba ceba fuck! Bangsat!",,,,
Fuck for you *bangsat,,,,
FUCK to PLN bangsat,,,,
Bangsat lo. . .Fuck!!!,,,,
Moodbreaker fuck bastard bangsat,,,,
CEWE? BANGSAT LAH! Fuck you S !,,,,
Fuck intel bangsat (n),,,,
Najis dah Lu gay bangsat najiiiiiiiiiiiis FUUUUUUUUUUUUCCCCCKKKK fuck you gay motherfuckers bitch FUCKERS @RiccoBoyfriend,,,,
"Bangsat RT ""@Noviaayu_Djami: Fuck man ""@fitriiness: @Noviaayu_Djami BACABACA!!! RT ""@adelladellaide:",,,,
Memang perel bangsat. Fuck,,,,
"Fuck ! Fuck ! Fuck ! Fuck !â”ŒÐŸâ”�(â—£_â—¢)â”ŒÐŸâ”�
Naskleng !
Bangsat !\(â—£_â—¢!)/%!$#!!@#
Aaaarrrraaagggghhhhh !\(â—£_â—¢!)/%!$#!!@#",,,,
Best anat. Wat the fuck! Bangsat sume keluar! Haha @acikamirul @ahmadfikri96 @badrulamin_21,,,,
#QueenMutia bangsat ! Fuck you !,,,,
"Kenapa sayang? @dyahhafshah1: Fuck for love, cinta itu BÌ¸AÌ¸NÌ¸GÌ¸SÌ¸AÌ¸TÌ¸â€�",,,,
Fuck you LIAN !!!! *bangsat*,,,,
Tai...!!! ANJING...!!! BANGSAT!!! FUCK YOU!!!,,,,
@Queenmutiaa FUCK YOU BANGSAT! INDOGNESIAL ANJING!,,,,
@medkings @faizroslan FUCK FAM..FAM bangsat,,,,
"hey YOU BITCH FUCKING YOU @QueenMutiaa sana jilat tu mata satu jilat tu kontol lucifer bangsat,FUCK YOU ILUMINATIUUUFUCKBITCH",,,,
You know what dasar GAY najis menjijikan bangsat hahahahaha FUCK YOU GAY FUCK @BriliyanZ,,,,
"â€œ@ScreamoAA: @1Donesian one direction tai, bangsat, keparat.. Main suap di mtv..â€� Grow the fuck up u faggot",,,,
BANGSAT ! Fuck you Â»BASSY,#NAME?,,,
LEG BANGSAT :p {FUCK},,,,
"What the fuck son of a bitch??!!RT @itsaddam YouSuck!!!! RT @Berthlevyberth: WhatTheFuck???!!!!RT @itsaddam Njiiirrrr, kenapa banyak bangsa",,,,
"Fuck this!
Cross my heart, I hope you die
Left by the roadside. Karma's a bitch, right?",,,,
Teman bangsat _-. Fuck friends.,,,,
THE CONJURING. FILM BANGSAT TAHUN INI. JAMES WAN FUCK YOU!,,,,
"Sensor: fuck - fu*k, anjing - an*ing, bangsat - bang*at..",,,,
"Aparat Bangsat?? Fuck
#marjinal",,,,
Anjing ! Bangsat ! Goblog ! Fuck ! Shit. Damn ! Ass holle !,,,,
Fuck!! Bangsat,,,,
Happy fuck day @Aris_Prawinata makin bangsat selalu ~,,,,
TAI BANGSAT FUCK LIFE,,,,
Moyes bangsat anjing ah shit the fuck,,,,
FUCK SHIT DAMN FREAK MOTHERFUCKER ANJING TAI BANGSAT TOD !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,,,,
fuck up la internet mcam bangsat!!! =.=,,,,
PHO bangsat fuck you,,,,
who the fuck uses a controller to play an fps game? :v Keyboard and mouse is still better than controller :v  pic.twitter.com/KCneC1Jvta,,,,
BANGSAT..!!!FUCKDAMSIT U GIRLS!!WHAT HAPPEN U PROBLEM FOR ME!!!!!!FUCK U!,,,,
@premzaldiano Follback Bangsat !!! Fuck,,,,
@Margaretha1308_ bangsat fuck shit,,,,
BANGSAT fuck!,,,,
bangsat speaker rusak.. fuck,,,,
Bangsat thiago fuck,,,,
Fuck off ! Bangsat!!!! Anjink !!!,,,,
BANGSAT !!! FUCK !!!,,,,
"Ih bangsat ! ""oxyeol: shit RT chaeming_: FUCK :---------------------------------)

I AM NOT OKAY
  https://twitter.com/chaeming_/status/356261312680038400/photo/1 pic.twitter.com/llO14DHVZVÂ """,,,,
"Bangsat!!!!!! ""@yordankt: FAK! RT @RestuMandala: Fuck the others riders!!!!! Go rossi!!!!!!!!!!!!!!!!! \m/""",,,,
@nadiynzaa bangsat loe fuck,,,,
"Cry then:( RT @yogieyogs: so sad :( RT â€œAliqaZara_: some problem then there's nothing people even give a fuck ""@yogieyogs: The bangsat momen",,,,
"so sad :( RT â€œ@AliqaZara_: some problem then there's nothing people even give a fuck ""@yogieyogs: The bangsat moment is when you have ..â€�",,,,
"some problem then there's nothing people even give a fuck ""@yogieyogs: The bangsat moment is when you have ......""",,,,
"Galak ""@yudaPER: Bete bangsat fuck don't like this""",,,,
Bete bangsat fuck don't like this,,,,
"Fuck to DaD,,, #Bangsat",,,,
"bangsa pengecut , fuck you !!!",,,,
"bangsa pecundang , fuck you !!!",,,,
"â–’â–�â–ˆâ–€â–€â–’â–ˆâ–’â–ˆâ–’â–�â–ˆâ–€â–ˆâ–’â–�â–ˆâ–’â–�â–€ â–’â–�â–ˆâ–€â–€â–’â–ˆâ–’â–ˆâ–’â–�â–ˆâ–‘â–‘â–’â–�â–ˆâ–ˆâ–Œâ–‘ â–’â–�â–ˆâ–‘â–‘â–’â–€â–„â–€â–’â–�â–ˆâ–„â–ˆâ–’â–�â–ˆâ–’â–�â–„ ""@Muhammadnur191: Apa bangsat fuck...!!! ""@Muh_Asril: @Muhammadnur191",,,,
"Wahahaha bangsat banget itu hahaanjir RT @duiiPuttra: Love is fuck, fuck is bitch, bitch is you hahaha (cont)  http://wl.gs/YWKdfÂ ",,,,
Bangsat lah wat u....fuck,,,,
"Fuck you! @Ciptaanugrah: Homo lu bangsat ""@ikkiwahmad: *crot* @Ciptaanugrah: Fuck me please! ""@ikkiwahmad:",,,,
"kleng, bangsat ,fuck,
stupid fruit",,,,
