Index;Tweet;HS;Abusive;HS_Individual;HS_Group;HS_Religion;HS_Race;HS_Physical;HS_Gender;HS_Other;HS_Weak;HS_Moderate;HS_Strong;Tweet_Parsed;HS_predict;Abusive_predict;HS_Individual_predict;HS_Group_predict;HS_Religion_predict;HS_Race_predict;HS_Physical_predict;HS_Gender_predict;HS_Other_predict;HS_Weak_predict;HS_Moderate_predict;HS_Strong_predict;
1795;Gak usah ngomong lah Joko. Beras saja import. URL;1;0;1;0;0;0;0;0;1;1;0;0;bicara joko beras impor;0;0;0;0;0;0;0;0;0;0;0;0;
1801;USER Tai kucing, cina mulai intervensi wilayah kalimantan, hati Hati gara gara ahok simulut jamban';1;1;0;1;0;1;0;0;0;0;1;0;user tai kucing cina intervensi wilayah kalimantan hati hati gara gara ahok si mulut jamban;0;0;0;0;0;0;0;0;0;0;0;0;
1805;RT USER USER Karna mreka yakin bila melawan lg PS akan kmbali kalah lawan JKW.;1;0;1;0;0;0;0;0;1;1;0;0;user user lawan play station kalah lawan jokowi;0;0;0;0;0;0;0;0;0;0;0;0;
1806;USER Kacau ini era. Kacau lagi yg sdh pd tau tapi diam krna sdh kontrak jadi jongos asing aseng. #Naked';1;1;0;1;0;0;0;0;1;0;1;0;user kacau era kacau tau diam kontrak jongos asing asing naked;0;0;0;0;0;0;0;0;0;0;0;0;
1812;USER Hmmmm somi mencium bau bau bangkai :(';0;0;0;0;0;0;0;0;0;0;0;0;user som cium bau bau bangkai;0;1;0;0;0;0;0;0;0;0;0;0;
1813;USER USER USER USER USER USER USER USER USER USER USER Biasa.. bani coli, ngga beda jauh sm junjungan dan kawan2nya.. haha';1;1;0;1;0;0;0;1;0;0;1;0;user user user user user user user user user user user ban coli beda junjung kawan kawan;0;0;0;0;0;0;0;0;0;0;0;0;
1819;USER Lulus uec lagi ramai la cina x reti cakap melayu';0;0;0;0;0;0;0;0;0;0;0;0;user lulu uec ramai cina x erti cakap melayu;0;1;0;0;0;0;0;0;0;0;0;0;
1824;Berbanding lurus dengan kebijakan rezim ini bermesraan dg cina produsen terbesar narkotika yg masuk ke Indonesia URL;1;0;0;1;0;1;0;0;0;0;1;0;band lurus bijak rezim mesra cina produsen narkotika masuk indonesia;0;0;0;0;0;0;0;0;0;0;0;0;
1826;Woohoo, lumayan juga ternyata wifi di rumah nih~ \npenolong saat kuota habis sebekum waktunya.. kampret nih tri~ \xf0\x9f\x98\xaa URL;1;1;0;1;0;0;0;0;1;0;1;0;lumayan nyata wifi rumah nih tolong kuota habis kampret nih tri;0;1;0;0;0;0;0;0;0;0;0;0;
1834;USER Yg salah cuma kaum cebong...lah situ kaum cebong bukan';1;1;1;0;0;0;0;0;1;1;0;0;user salah kaum kecebong kaum kecebong;1;1;0;1;0;0;0;0;1;0;1;0;
1838;USER USER Bbb for bukan bangsad biasa';0;1;0;0;0;0;0;0;0;0;0;0;user user bbb bangsat;1;1;1;0;0;0;0;0;1;1;0;0;
1839;Kau tahu kenapa kebanyakan orang menganggap kecantikan seorang wanita lebih penting di banding perangai yang baik? Karena di dunia ini, lelaki bodoh lebih banyak jumlahnya di banding lelaki buta. *nasihat orang tua dulu';0;0;0;0;0;0;0;0;0;0;0;0;orang anggap cantik orang wanita band perangai dunia lelaki bodoh band lelaki buta nasehat orang tua;0;1;0;0;0;0;0;0;0;0;0;0;
1842;As one of Muslim majority country in the world, we never abuse minority instead we did give them the same rights! This current regime extremely corrupts and backing up by his supporters. #TheGreatCampaignOfPrabowo #2019GantiPresiden;1;0;0;1;0;0;0;0;1;0;1;0;one muslim mayoritas country world never abuse minoritas instead give right current regime extremely corrupt back supporter great campaign prabowo ganti presiden;0;0;0;0;0;0;0;0;0;0;0;0;
1843;Jokowi harus segera di lengserkan dan di ganti oleh Ahmad Heryawan. Cebong jgn nyolot, saya Hanya Beri Contoh lo;1;1;1;0;0;0;0;0;1;0;0;1;jokowi lengser ganti ahmad heryawan kecebong solot contoh;1;0;1;0;0;0;0;0;1;0;0;1;
1845;USER USER USER Ditanya siapa gantinya presiden, celeng lansung klojota\nGak salah rockygering bilang celeng dungu stabil.';1;1;0;1;0;0;0;0;1;0;1;0;user user user ganti presiden celeng langsung kelojot salah rocky gerung bilang celeng dungu stabil;1;1;1;0;0;0;0;0;1;1;0;0;
1846;USER USER USER Ga sembuh sembuh dungu nya mereka Kanda USER \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82';1;1;0;1;0;0;0;0;1;0;1;0;user user user sembuh sembuh dungu kanda user;1;1;1;0;0;0;0;0;1;1;0;0;
1849;USER USER USER Wajah anak lo Kliatan Bgt ya!! Penuh dendam dan kebencian! Pasti anak anak lo makan dari hasil uang haram. Bapaknya kayak lo!! Banci dan rumpi!!! Lo ngatain gue makan tai?? Nah lo dan istri serta anak anak dan ortu lo makan bangke uang haram;1;1;0;1;0;0;0;1;0;0;1;0;user user user wajah anak lihat banget penuh dendam benci anak anak makan hasil duit haram kayak banci rumpi maki makan tai istri anak anak orang tua makan bangkai duit haram;0;0;0;0;0;0;0;0;0;0;0;0;
1853;u could type jembut but jakar is ok;0;1;0;0;0;0;0;0;0;0;0;0;could tipe jembut jakar oke;0;0;0;0;0;0;0;0;0;0;0;0;
1854;USER Mana aku tahu, aku kan cebong..';0;0;0;0;0;0;0;0;0;0;0;0;user kecebong;1;1;0;1;0;0;0;0;1;0;1;0;
1862;Cheating, Poor Athlete Welfare & Facilities, Uninformed & unorganized venue Great Job AF! #ShameOnYouMalaysia #Ã Â¸ÂÃ Â¸ÂµÃ Â¹ÂÃ Â¸ÂÃ Â¸Â¡Ã Â¸ÂªÃ Â¹Â2017 #SEAGames2017;1;0;0;1;0;0;0;0;1;0;1;0;cheat poor athlete welfare facility uninformed unorganized great job fuck shame malaysia sea game;0;0;0;0;0;0;0;0;0;0;0;0;
1867;Don't have kampungan face la, but you look so much like that kid. Did you got any kecebong?;1;0;1;0;0;0;1;0;0;1;0;0;kampung face look much like kid get kecebong;1;1;0;1;0;0;0;0;1;0;1;0;
1869;Cina kafir vs cina islam Ã°ÂÂÂ first time jumpa vs latest pic  pic.twitter.com/IiNkY82egQ;0;1;0;0;0;0;0;0;0;0;0;0;cina kafir lawan cina islam first time jumpa lawan late pic;0;0;0;0;0;0;0;0;0;0;0;0;
1872;Ok kalo bgt kita usir minoritas umat budha di indonesia kita barter sama umat Islam nya. USER USER USER USER;1;0;0;1;1;0;0;0;0;0;0;1;oke banget usir minoritas umat buddha indonesia barter umat islam user user user user;1;0;0;1;1;0;0;0;0;0;1;0;
1873;RT USER Usir aja duta besarnya Negara yg Kristen aja udah putus hubungan diplomatik.;1;0;1;0;1;0;0;0;0;0;0;1;user usir duta negara kristen putus hubung diplomatik;1;0;0;1;1;0;0;0;0;0;0;1;
1875;USER tampang sederhana padahal boneka kunyuk';0;1;0;0;0;0;0;0;0;0;0;0;user tampang sederhana boneka kunyuk;1;1;1;0;0;0;0;0;1;1;0;0;
1877;aku ingin menjadi bagian dari dirimu, walaupun itu hanya setitik tai lalat di tubuhmu.';0;0;0;0;0;0;0;0;0;0;0;0;titik tai lalat tubuh;0;1;0;0;0;0;0;0;0;0;0;0;
1879;USER Ayo mana si tua bangke dan pendukung kampretnya...';1;1;0;1;0;0;0;0;1;0;1;0;user ayo tua bangkai dukung kampret;1;1;1;0;0;0;0;0;1;1;0;0;
1883;USER USER Gerombolan pks masih bisa booking pecun di hotel travel, fashion hotel dan area sekitar gunung sahari plus mabes dan sekitarnya. Aleksis mah cuma tumbal buat pencitraan sisanya di amankan sama wan abud';0;1;0;0;0;0;0;0;0;0;0;0;user user gerombol partai adil sejahtera book pecun hotel travel fashion hotel area gunung sahari plus markas alexis tumbal citra sisa aman wan abud;0;0;0;0;0;0;0;0;0;0;0;0;
1884;Lbh percaya perusahaan asing drpd media lokal.. Dasar antek asing ente Om USER..;1;0;1;0;0;0;0;0;1;1;0;0;percaya usaha asing medium lokal dasar antek asing om user;0;0;0;0;0;0;0;0;0;0;0;0;
1887;USER Najis not wkwk';0;1;0;0;0;0;0;0;0;0;0;0;user najis;1;1;1;0;0;0;0;0;1;1;0;0;
1888;Gilas Pilipinas dominates Malaysia despite 2 key players ejected, what a cheater HOST !!  #ShameOnYouMalaysia;0;0;0;0;0;0;0;0;0;0;0;0;gila pilipinas dominate malaysia despite oke player eject cheater host shame malaysia;1;0;0;1;0;0;0;0;1;0;1;0;
1890;Persetan dengan bocah kntl yg so kerad kecewa sekolah ganti nama \xf0\x9f\x98\x92\xf0\x9f\x98\x92 so pemes lu tong,biar apa coba.\n\nSekola lu kerjaannya cuma Pacaran,tidur sama jajan aja so so an bilang harga diri \xf0\x9f\x98\x92';1;1;1;0;0;0;0;1;0;1;0;0;persetan bocah kontol rad kecewa sekolah ganti nama tong biar coba sekolah kerja pacar tidur jajan bilang harga;0;1;0;0;0;0;0;0;0;0;0;0;
1892;next time pls understand the tweet before you say ngentat ngentot to others okay. it makes you looks so gross and uneducated. jan jadi sumbu pendek pls mba. jan gampang tersulut esmosi :) sekian dan terima cash;1;1;1;0;0;0;0;0;1;1;0;0;next time tolong understand twit say ngentot ngentot others ok make look gross uneducated sumbu pendek tolong mbak mudah sulut emosi sekian terima cash;0;1;0;0;0;0;0;0;0;0;0;0;
1898;USER USER \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 Bilangnya anti ASING, ASENG, ASONG dan KOFAR, KAFIR, KAMPRETTTT.Ternyata manusia MUNA... semua kalian,USER doyan juga rupanya sama ASENG sampe import bawang puti;1;1;0;1;0;0;0;0;1;0;1;0;user user bilang anti asing asing asong kafir kafir kampret nyata manusia munafik user suka rupa asing impor bawang puti;0;0;0;0;0;0;0;0;0;0;0;0;
1900;I fully respect those who admit that #PrabowoGila;1;1;0;1;0;0;0;0;1;0;1;0;fully respect admit prabowo gila;1;1;1;0;0;0;0;0;1;1;0;0;
1901;"Zaman Now agalanya jelas dan data sdh jelas. Jika klaimnya benar kasi Ã°???. Jika klaimnya tdk benar. Gak usah repot, JANGAN GANTI PRESIDEN 2019.; Ntar jg ketauan makhluk2 yg jago mlintir fakta. ; Haizz...hidup kog nyari penderitaan. Kerja woi..biar dapur bs n";0;0;0;0;0;0;0;0;0;0;0;0;zaman data klaim kasih klaim repot ganti presiden makhluk makhluk jago melintir fakta hidup cari derita kerja biar dapur;1;0;1;0;0;0;0;0;1;1;0;0;
1903; USER Players nampak mcm not giving a fuck at all. Celaka. Top 4 still reachable tp main mcm ni bangsat do,,,,;1;1;1;0;0;0;0;0;1;1;0;0;user player give fuck celaka top still reachable main nih bangsat;0;1;0;0;0;0;0;0;0;0;0;0;
1906;USER USER USER Napi ya napi..gak beda ya...jangan tolol sok bela penista agama...statusnya sama dengan napi lain bong..!!hehe';1;1;0;1;1;0;0;0;0;0;1;0;user user user napi napi beda tolol sok bela nista agama status napi lie kecebong;1;1;1;0;0;0;0;0;1;1;0;0;
1913;Gue suka kalo bangtan kampang kumat ayo lagi ayo lagiii USER';0;1;0;0;0;0;0;0;0;0;0;0;suka bangtan kampang kumat ayo ayo user;1;1;1;0;0;0;0;0;1;1;0;0;
1916;If  USER won't say sorry that's mean you allow those criminal did that. You are Muslim, right? How poor you allow it just for your FUCKING JOB? #ShameOnYouSaddiq #ShameOnYouSyedSaddiq #ShameOnYouMalaysia #GanyangMalaysia  USER https://twitter.com/CNNIndonesia/status/1197687947463495680ÃÂ Ã¢ÂÂ¦;1;1;1;0;0;0;0;0;1;1;0;0;user win say maaf mean allow criminal muslim right poor allow fuck job shame saddiq shame syed saddiq shame malaysia ganyang malaysia user;0;0;0;0;0;0;0;0;0;0;0;0;
1917;"lengserkan jokowi! ""USER: Rejim anti subsidi adalah rejim anti kerakyatan. USER USER """;1;0;1;0;0;0;0;0;1;0;0;1;lengser jokowi user rejim anti subsidi rejim anti rakyat user user;1;0;1;0;0;0;0;0;1;1;0;0;
1922;masih adakah anak rp yang dongo:)?';0;1;0;0;0;0;0;0;0;0;0;0;anak rupiah dungu;1;1;1;0;0;0;0;0;1;1;0;0;
1924;USER USER USER USER USER USER USER Hihihi..cebong rasa kampret tu gue kira cuma ada dlm dongeng.\nRupanya....\xf0\x9f\x98\x82';1;1;0;1;0;0;0;0;1;0;1;0;user user user user user user user kecebong kampret dongeng rupa;1;1;1;0;0;0;0;0;1;1;0;0;
1925;RT USER Ternyata indonesia sdah jd anggota negara persemakmuran Cina. Iya yg makmur cinanya;1;0;0;1;0;1;0;0;0;0;1;0;user nyata indonesia anggota negara makmur cina iya makmur cina;0;0;0;0;0;0;0;0;0;0;0;0;
1927;The Malay gymnasts can only get this score only today coz they'll never be able to get this anywhere else #ShameOnYouMalaysia #Ã Â¸ÂÃ Â¸ÂµÃ Â¹ÂÃ Â¸ÂÃ Â¸Â¡Ã Â¸ÂªÃ Â¹Â2017;1;0;0;1;0;0;0;0;1;0;1;0;malaysia gymnastic get score today never able get anywhere else shame malaysia;0;0;0;0;0;0;0;0;0;0;0;0;
1928;RT USER lengkap sudah tim anies sandi Ada kasus pencabulan ada kasus makar;1;0;1;0;0;0;0;1;0;1;0;0;user lengkap tim anies sandi cabul makar;1;0;1;0;0;0;0;0;1;1;0;0;
1929;Mirip adegan film G.30S-PKI. perlu di catat bhw rezim ini adlh rezim anti Islam. URL;1;0;0;1;1;0;0;0;0;0;1;0;adegan film puluh detik partai komunis indonesia catat rezim rezim anti islam;0;0;0;0;0;0;0;0;0;0;0;0;
1930;He text me just to say 'fuck' to me? Kampret bangsat,,,,;1;1;1;0;0;0;0;0;1;1;0;0;text say fuck kampret bangsat;0;1;0;0;0;0;0;0;0;0;0;0;
1932;USER USER masihkan akan berbaik hati dgn TKA? Istighfar paaak, sebelum rakyat tak mampu lagi bersabar! URL;1;0;1;0;0;0;0;0;1;1;0;0;user user hati tenaga kerja asing istigfar rakyat sabar;0;0;0;0;0;0;0;0;0;0;0;0;
1933;USER Udh Tambah Susah Nyari Kerja, Tapi TKA CiNa Bebas Masuk. Di Tambah PHK Di Berbagai Tempat. #2019GantiPresiden';0;0;0;0;0;0;0;0;0;0;0;0;user susah cari kerja tenaga kerja asing cina bebas masuk putus hubung kerja ganti presiden;1;0;0;1;0;1;0;0;0;0;1;0;
1936;Eh fuck you la bangsat, complain about me la. Mention my name to the management. Let them check the CCTV, let them see themselves. See whether or not my body language was rude as what this fucking bitch said. Sampai mati aku takkan maafkan hg la paria.,,,,;1;1;1;0;0;0;0;0;1;1;0;0;fuck bangsat complain mention nama manajemen let check cctv let see see whether orang body language rude fuck bitch say mati maaf hg paria;0;1;0;0;0;0;0;0;0;0;0;0;
1938;Officially broken-hearted, like really you just tore me apart into pieces, jonghyun. I used to be so proud that we share the same sign, even the same birthday.........The first guy that caught my eyes in codename. ANJING LO BERENGSEK;1;1;1;0;0;0;0;0;1;1;0;0;officially break hearted like really tear apart piece jonghyun use proud sign even birthday first guy catch eye codename anjing berengsek;0;1;0;0;0;0;0;0;0;0;0;0;
1942;Why Malaysian is hurt when they see #ShameOnYouMalaysia ? haha;0;0;0;0;0;0;0;0;0;0;0;0;malaysian hurt see shame malaysia;1;0;0;1;0;0;0;0;1;0;1;0;
1948;66. najis minta bgt gua kepruk ya lu gov';1;1;1;0;0;0;0;0;1;1;0;0;najis banget kepruk government;0;1;0;0;0;0;0;0;0;0;0;0;
1952;USER Blm jd gub aja sdh nabrak etika, gmn kl menjabat? Emg yg lantik dia kl jd gub dukun ya ato capres? Kl ga seneng sm presiden yg menjabat ya jgn mau dilantik sm beliau jd jgn jd cagub skr, ntar aja kl yg dia dukung sdh jd presiden br nyagub..';1;0;1;0;0;0;0;0;1;1;0;0;user gubernur tabrak etika jabat lantik gubernur dukun calon presiden senang presiden jabat lantik calon gubernur dukung presiden calon gubernur;0;0;0;0;0;0;0;0;0;0;0;0;
1956;You Israeli be are the monsters for this world even for Christians too, If someone asked me about Setan! I would definitely show Israeli PM pic Ã°ÂÂÂ¡ #Israel #Iranattack;1;1;0;1;0;1;0;0;0;0;1;0;israeli monster world even christian someone ask setan would definetly show israeli pm pic israel iran attack;1;1;0;1;0;0;0;0;1;0;1;0;
1961;Seluruh Masyarakat NTT: Turunkan Setya Novanto dari Ketua dan Pecat dari DPR RI, Rakyat NTT har?;1;0;1;0;0;0;0;0;1;1;0;0;masyarakat ntt turun setya novanto ketua pecat dewan wakil rakyat republik indonesia rakyat ntt har;0;0;0;0;0;0;0;0;0;0;0;0;
1964;#ShameOnYouMalaysia Malaysia you ugly;1;1;0;1;0;0;1;0;0;0;1;0;shame malaysia malaysia ugly;1;0;0;1;0;0;0;0;1;0;1;0;
1987;"""People are using religion as a tool to gain votes and fulfil political interest. Everything is wrapped in the 'religious identity'."" #politics #IndonesiaElection  https://www.channelnewsasia.com/news/asia/identity-politics-how-indonesia-s-presidential-race-is-run-11436556ÃÂ Ã¢ÂÂ¦";1;0;0;1;1;0;0;0;0;0;1;0;people use religion tool gain vote fulfill politik interest everything wrap religious identity politics indonesia election;0;0;0;0;0;0;0;0;0;0;0;0;
1989;"Maybe aku gak punya toket... But ass wise, i'm more montok than her. She doesn't deserve the word ""montok"" behind her name.";1;1;1;0;0;0;1;0;0;1;0;0;maybe toket wise montok tahan deserve word montok behind nama;0;1;0;0;0;0;0;0;0;0;0;0;
1992;USER Kampang memang';1;1;0;1;0;0;0;0;1;0;1;0;user kampang;1;1;1;0;0;0;0;0;1;1;0;0;
1994;USER USER Goblok permanen....\xf0\x9f\x98\xad';1;1;1;0;0;0;0;0;1;1;0;0;user user goblok permanen;0;1;0;0;0;0;0;0;0;0;0;0;
1996;Gue doa aja kagak kuat liatnye menang jo aminn\nMana dr kampus ampe warung mi ayam pada ngomongin jojo wow sih haha ...di rl gt juga dong wah w kira tl aja yg rame\xf0\x9f\x91\x8f\xf0\x9f\x91\x8a\xf0\x9f\x91\x8d';0;0;0;0;0;0;0;0;0;0;0;0;doa kuat lihat menang jo aamiin kampus warung mi ayam bicara jojo rl lini ramai;0;1;0;0;0;0;0;0;0;0;0;0;
1998;"RT USER Mantap bravo pasangan ideal cocok tuk 2019. Tumbangkn kaum antek"" cina.";1;0;0;1;0;1;0;0;0;0;1;0;user mantap bravo pasang ideal cocok tumbang kaum antek cina;0;0;0;0;0;0;0;0;0;0;0;0;
1999;hm tercyduk kan luh, bangsad.';1;1;1;0;0;0;0;0;1;1;0;0;ciduk bangsat;0;1;0;0;0;0;0;0;0;0;0;0;
2006;But kampungan can also be cute right? Show me yours;0;0;0;0;0;0;0;0;0;0;0;0;kampung also cute right show;0;1;0;0;0;0;0;0;0;0;0;0;
2007;Munafik, hypocrite, racist, close minded, conservative = korean (mostly)  https://twitter.com/idolfess2/status/1218414043561545728ÃÂ Ã¢ÂÂ¦;1;0;0;1;0;1;0;0;0;0;1;0;munafik hypocrite racist close mind conservative korean pal;0;0;0;0;0;0;0;0;0;0;0;0;
2018;"Photography is a way of feeling, of touching, of loving. What you have caught with your camera is captured foreverÃ¢ÂÂ¦ It remembers little things, long after you have forgotten everything.

Photo 1: ""Kampungan""Ã¢ÂÂ¦  https://www.instagram.com/p/B0Dfu7unqcC/?igshid=1aky91tng0nhbÃÂ Ã¢ÂÂ¦";0;1;0;0;0;0;0;0;0;0;0;0;photography way feel touch love catch camera capture forever remember little pikir long forget everything photo kampung;0;0;0;0;0;0;0;0;0;0;0;0;
2022;USER USER ya gih aja makan tuh hindu nusantara, agama kita ini rahmatan lil alamin, bukan agama bumi tapi agama langit. tapi kalo islam nusantara mau sama dengan mereka, ya monggo, supaya lebih sesat sekalian!!';1;1;0;1;1;0;0;0;0;0;1;0;user user makan hindu nusantara agama rahmat little alamin agama bumi agama langit islam nusantara monggo sesat;0;0;0;0;0;0;0;0;0;0;0;0;
2023;orang yg bangga pake kw tuh ibarat pacaran ama banci, tapi nganggep di banci itu cewe beneran... URL;0;1;0;0;0;0;0;0;0;0;0;0;orang bangga pakai kw pacar banci anggap banci wanita;1;1;1;0;0;0;0;1;0;1;0;0;
2024;RT USER Gerindra perusuh prabowo utang gak makanya gak bisa bayar karyawan;1;0;1;0;0;0;0;0;1;1;0;0;user gerindra rusuh prabowo utang bayar karyawan;1;1;0;1;0;0;0;0;1;0;1;0;
2027;USER USER USER USER USER USER IYA. SOALNYA LOE ga tahu junjungan loe toh membantai 200 lebih orang timtim peristiwa santa cruz... juga menculik aktivis, ga tahu di mana skrang... Loe ga sadar kalau junjunganmu itu penjahat internasional d;1;1;1;0;0;0;0;0;1;1;0;0;user user user user user user iya junjung bantai orang tim tim peristiwa santa crush culik aktivis sadar junjung jahat internasional;0;0;0;0;0;0;0;0;0;0;0;0;
2031;RT USER: Enaaaak banget lo minta maaaf...\n\nProses hukum harus tetap berjalan\n\nBiar bajingan kayak dia ini kapok\xf0\x9f\x91\x8a\xf0\x9f\x91\x8a\xf0\x9f\x91\x8a\xf0\x9f\x98\x88\nMohon USER\xe2\x80\xa6';1;1;1;0;0;0;0;0;1;1;0;0;user enak banget maaf prose hukum jalan biar bajing kayak kapok mohon user;0;1;0;0;0;0;0;0;0;0;0;0;
2040;"Is that gonna ended up like others jp romance anime? Like.. ""Fireworks are so loud. Can u say it again?""";0;0;0;0;0;0;0;0;0;0;0;0;go end like others jp romance anime like firework loud say;0;1;0;0;0;0;0;0;0;0;0;0;
2041;I bet today will be another fight for sumbu pendek cs YG will upload another teaser Ã°ÂÂÂÃ°ÂÂÂ;0;0;0;0;0;0;0;0;0;0;0;0;banget today another fight sumbu pendek rekan unggah another teaser;1;1;0;1;0;0;0;0;1;0;1;0;
2042;USER USER USER USER USER USER USER USER Haha die lagi \xf0\x9f\x91\x89 USER media bloon dasar tempurung dongo!';1;1;0;1;0;0;0;0;1;0;1;0;user user user user user user user user user medium beloon dasar tempurung dungu;1;1;1;0;0;0;0;0;1;1;0;0;
2046;USER USER USER USER USER buat lo gak usah bahas ekonomi yg morat marit deh, gwe mau tahu lo tuh siapa pake akun tulisan nama kek gitu? lo antek aseng bukan? gegara aseng kek congor lo negara gwe jd hina kek gini, nega;1;1;1;0;0;0;0;0;1;1;0;0;user user user user user bahas ekonomi morat marit pakai akun tulis nama antek asing gara gara asing congor negara hina tega;0;0;0;0;0;0;0;0;0;0;0;0;
2048;anyway yall can shut the fuck up i dont need yall's preach just appreciate them as artists and musicians without talking about their romantic life so stfu stfu stfu armys embarrassing armys humiliating armys kampungan;1;1;0;1;0;0;0;0;1;0;1;0;anyway yel shut fuck need yel preach appreciate artist musician bicara romantic life shut fuck shut fuck shut fuck army embarrass army humiliate army kampung;0;1;0;0;0;0;0;0;0;0;0;0;
2053;Karena mereka SADAR REZIM ini kesempatan buat Neo KOMUNIS bangkit kembali,kapan lagi atau tidak sama sekali.;1;0;1;0;0;1;0;0;0;1;0;0;sadar rezim neo komunis bangkit;0;0;0;0;0;0;0;0;0;0;0;0;
2061;"USER Awaasss... Jgn sampe beritanya sampe ke akhi gerung! Ntar susah nyari kosakatany. klu bcr aja micingin mata, bibir monyong kesamping, suara keluar ky lg nhn kentut.. ""politik kotor skl jmn ini!"". Klu tahu brt ini.. Plng Sambil ky nhn ngeden..""dungu!"". \xf0\x9f\x98\x8b";1;1;1;0;0;0;1;0;0;1;0;0;user awas berita saudara gerung susah cari kosakata klu bicara picing mata bibir monyong samping suara tahan kentut politik kotor zaman klu berat pulang tahan ngeden dungu;0;0;0;0;0;0;0;0;0;0;0;0;
2065;USER woiii kampret!!! gelik gue liat lu,belagu amat jd orang.songong!!! minta di penci jidat lu hah?!!';1;1;1;0;0;0;0;0;1;1;0;0;user kampret geli lihat belaga orang songong penci jidat ha;0;1;0;0;0;0;0;0;0;0;0;0;
2070;RT USER: Admin tolol di partai tolol\nPartai Tolol untuk orang Tolol';1;1;0;1;0;0;0;0;1;0;1;0;user admin tolol partai tolol partai tolol orang tolol;1;1;1;0;0;0;0;0;1;1;0;0;
2071;RT USER USER Mungkinkah Sandi dan Anies nyusul sahabat-sahabatnya yg jadi buron dan yg sdh ditangkap itu sebelum dilantik ?;1;0;0;1;0;0;0;0;1;0;1;0;user user sandi anies susul sahabat sahabat buron tangkap lantik;0;0;0;0;0;0;0;0;0;0;0;0;
2072;Can anyone please explain what #PrabowoGila and #PrabowoHalu actually mean?;1;1;1;0;0;0;0;0;1;1;0;0;anyone please explain prabowo gila prabowo halu actualy mean;0;1;0;0;0;0;0;0;0;0;0;0;
2076;USER bolot, idiot, berisik, lawak, kocak, moodbooster tp wkwk';0;1;0;0;0;0;0;0;0;0;0;0;user bolot idiot berisik lawak kocak mood booster;1;1;1;0;0;0;1;0;0;1;0;0;
2081;USER USER Dan dia kek milih milihh nge-replay-nyeee.. Ke gue doang..\xf0\x9f\x99\x86 Klo ama kaum adam mah... Melipiirrrr doi.. Tp ntar lg jg akan gue blok ajah daghh.. Sama sekali GA ADA MNFAATNYA mbaca komen dr kaum bani kampret tsb.;1;1;1;0;0;0;0;0;1;1;0;0;user user pilih pilih replay kaum adam melipir blok manfaat baca komen kaum ban kampret;1;1;0;1;0;0;0;0;1;0;1;0;
2084;Now im happy, so please u dont come back again ewh anjing najis bgst sok kecakepan lo tai;1;1;1;0;0;0;1;0;0;1;0;0;happy please come back anjing najis bangsat sok cakap tai;0;1;0;0;0;0;0;0;0;0;0;0;
2088;Yg ancam mau lengserkan Jokowi bkn FPI tapi alumni212,lgian apa ada uu yg ngatur kalau mau lengserkan Jokowi hrs permisi dl ke pendukungnya;1;0;1;0;0;0;0;0;1;1;0;0;ancam lengser jokowi front bela islam alumnus undang undang atur lengser jokowi permisi dukung;1;0;1;0;0;0;0;0;1;0;0;1;
2089;"I said same,yesterday;""failed to send tweet"" 5 times-Twitter wonÃ°ÂÂÂ(Ã°ÂÂÂ¦Ã°ÂÂÂ¨Ã°ÂÂÂ ).";0;0;0;0;0;0;0;0;0;0;0;0;say yesterday fail send twit time twitter win;0;1;0;0;0;0;0;0;0;0;0;0;
2090;USER USER Cebong kapir munafik alay goblok hahahaha';1;1;1;0;0;0;0;0;1;1;0;0;user user kecebong kafir munafik alay goblok;1;1;1;0;1;0;0;0;0;1;0;0;
2097;our Mahdzab teaches is the most correct one, while the opinions of 'anjing tidak najis, kecuali air liurnya saja' and 'seluruh badan anjing najis' both exist and each of it has further explaination based on Quranic verses, Prophet sayings, the Islamic scholars, & Arabic language;0;0;0;0;0;0;0;0;0;0;0;0;mahdzab teach pal correct one opinion anjing najis kecuali air liur eluruh badan anjing najis eks explanation base quranic verse prophet say islam scholar arabic language;0;1;0;0;0;0;0;0;0;0;0;0;
2098;Allah SWT halalkan harta rampasan malah janjikan banyak rampasan, Muslim harus Buang Islam sebelum teriak no korupsi;1;1;0;1;1;0;0;0;0;0;1;0;allah subhanahu wa taala halal harta rampas janji rampas muslim buang islam teriak korupsi;1;0;0;1;1;0;0;0;0;0;1;0;
2100;Isu pki terus di hembuskan grup grup pendukung prabowo;1;0;0;1;0;1;0;0;0;0;1;0;isu partai komunis indonesia hembus grup grup dukung prabowo;0;0;0;0;0;0;0;0;0;0;0;0;
2103;Makes up for the joke of a charge on Najis And 1 in first half. Ban the charge #;0;0;0;0;0;0;0;0;0;0;0;0;make joke charge najis first half ban charge;1;1;0;1;0;0;0;0;1;0;1;0;
2106;so tired of the attitude of pendukung Jokowi. like you fcking know everything or you've been there when Prabowo violated HAM.;0;1;0;0;0;0;0;0;0;0;0;0;tire attitude dukung jokowi like fuck know everything orang prabowo violate hak asasi manusia;1;1;1;0;0;0;0;0;1;1;0;0;
